brand;model;car_model;price_chf;mileage;engine_power_hp;power_mode;production_date;consumption_l_per_100km;transmission;listing_url
VW;ID.4;VW ID.4 GTX 79 kWh 4Motion;56890.0;12.0;340.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/vw-id4-gtx-79-kwh-4motion-12814281
Audi;A3;AUDI A3 Sportback 35 TFSI S line Attraction;25900.0;47900.0;150.0;Benzin;22.021;6.7;Automat;https://www.autoscout24.ch/de/d/audi-a3-sportback-35-tfsi-s-line-attraction-12814263
VW;Tiguan 2.0;VW Tiguan 2.0 TSI DSG R-Line 4Motion;59800.0;500.0;204.0;Benzin;72.025;7.9;Automat;https://www.autoscout24.ch/de/d/vw-tiguan-20-tsi-dsg-r-line-4motion-12814566
MASERATI;Grecale;MASERATI Grecale Folgore 105kWh - 0.00% Leasing bis 30.12.2025;135000.0;100.0;557.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/maserati-grecale-folgore-105kwh-000-leasing-bis-30122025-12848469
MASERATI;Grecale;MASERATI Grecale Folgore 105kWh - 0.00% Leasing bis 30.12.2025;135000.0;100.0;557.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/maserati-grecale-folgore-105kwh-000-leasing-bis-30122025-12848285
MASERATI;Grecale;MASERATI Grecale Folgore 105kWh - 0.00% Leasing bis 30.12.2025;130000.0;100.0;557.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/maserati-grecale-folgore-105kwh-000-leasing-bis-30122025-12848229
POLESTAR;4;POLESTAR 4 Long Range Dual Motor Prime;69750.0;30.0;543.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/polestar-4-long-range-dual-motor-prime-12820239
Smart;#1;SMART #1 Brabus 4x4;38990.0;50.0;428.0;Elektro;52.025;;Halbautomatik;https://www.autoscout24.ch/de/d/smart-1-brabus-4x4-12816740
Mercedes-Benz;B 250;MERCEDES-BENZ B 250 Style;21900.0;98900.0;224.0;Benzin;72.019;;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-b-250-style-12861791
Toyota;RAV 4;TOYOTA RAV-4 2.5 HSD Trend e-CVT 4WD;42900.0;10.0;222.0;Benzin;Neues Fahrzeug;;Stufenlos;https://www.autoscout24.ch/de/d/toyota-rav-4-25-hsd-trend-e-cvt-4wd-12826998
Mazda;MX 5;"MAZDA MX-5 ""HOMURA"" -G 184 PS ""CH WAGEN"" + NUR 2200 KM !! + TOP AUSSTATTUNG + VOLLGARANTIE + ABSOLUT NEUWERTIG ""MASCHINE GREY""";41900.0;2200.0;184.0;Benzin;72.025;;Manuell;https://www.autoscout24.ch/de/d/mazda-mx-5-homura-g-184-ps-ch-wagen-nur-2200-km-top-ausstattung-vollgarantie-absolut-neuwertig-maschine-grey-12820633
Porsche;911;PORSCHE 911 Carrera 4 GTS PDK *CH-Fahrzeug* *Entry & Drive* *Approved* *Hinterachslenkung*;115800.0;61300.0;450.0;Benzin;42.017;8.5;Halbautomatik;https://www.autoscout24.ch/de/d/porsche-911-carrera-4-gts-pdk-ch-fahrzeug-entry-and-drive-approved-hinterachslenkung-12826366
Audi;RS3;AUDI RS3 Sportback 2.5 TFSI quattro;18900.0;134200.0;340.0;Benzin;82.012;9.1;Halbautomatik;https://www.autoscout24.ch/de/d/audi-rs3-sportback-25-tfsi-quattro-12823209
BMW;X5;BMW X5 xDrive 40d M Paket Steptronic;32999.0;114800.0;313.0;Diesel;12.017;;Automat;https://www.autoscout24.ch/de/d/bmw-x5-xdrive-40d-m-paket-steptronic-12812172
BMW;X5 45e;BMW X5 45e xDrive M Sport Pro;67900.0;42900.0;394.0;Benzin;82.022;1.4;Automat;https://www.autoscout24.ch/de/d/bmw-x5-45e-xdrive-m-sport-pro-12804729
Opel;Insignia 1.5;OPEL Insignia 1.5 T Sports Tourer Exclusive;11990.0;148500.0;165.0;Benzin;62.018;6.1;Manuell;https://www.autoscout24.ch/de/d/opel-insignia-15-t-sports-tourer-exclusive-12816324
Tesla;Model 3;TESLA Model 3 Long Range Dual Motor AWD;29500.0;46500.0;498.0;Elektro;102.022;;Automat;https://www.autoscout24.ch/de/d/tesla-model-3-long-range-dual-motor-awd-12809737
Audi;A4;AUDI A4 Avant 40 TDI Attraction quattro S-tronic;28500.0;51250.0;204.0;Diesel;12.021;5.7;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-attraction-quattro-s-tronic-12809723
Renault;Mégane;RENAULT Mégane Grandtour 1.2 16V Turbo Swiss Edition EDC;7990.0;150000.0;131.0;Benzin;42.014;5.6;Automat;https://www.autoscout24.ch/de/d/renault-megane-grandtour-12-16v-turbo-swiss-edition-edc-12804340
Ford;Puma 1.0;FORD Puma 1.0 EcoB Hybrid 155 Sound Edition;37761.49;14.0;155.0;Benzin;Neues Fahrzeug;5.8;Halbautomatik;https://www.autoscout24.ch/de/d/ford-puma-10-ecob-hybrid-155-sound-edition-12823128
Hyundai;Kona;HYUNDAI Kona EV Vertex;22900.0;14900.0;204.0;Elektro;32.021;;Automat;https://www.autoscout24.ch/de/d/hyundai-kona-ev-vertex-12848941
Mercedes-Benz;B 220;MERCEDES-BENZ B 220 4Matic Progressive 7G-DCT *Panoramadach* *Ledersitze* *CH-Fahrzeug* *Assistenzpaket*;22800.0;99700.0;190.0;Benzin;112.020;8.1;Halbautomatik;https://www.autoscout24.ch/de/d/mercedes-benz-b-220-4matic-progressive-7g-dct-panoramadach-ledersitze-ch-fahrzeug-assistenzpaket-12820461
Smart;forfour;SMART forfour passion twinmatic *GRATIS SERVICE BIS 01.2028 ODER 80'000KM*;14899.0;31500.0;90.0;Benzin;12.018;4.2;Halbautomatik;https://www.autoscout24.ch/de/d/smart-forfour-passion-twinmatic-gratis-service-bis-012028-oder-80-000km-12805749
Jeep;Compass 1.4;JEEP Compass 1.4 Turbo Limited AWD 9ATX;11900.0;139226.0;170.0;Benzin;102.018;6.9;Automat;https://www.autoscout24.ch/de/d/jeep-compass-14-turbo-limited-awd-9atx-12805635
Kia;EV3 81;KIA EV3 81 kWh GT-Line;53149.0;60.0;204.0;Elektro;92.025;;Halbautomatik;https://www.autoscout24.ch/de/d/kia-ev3-81-kwh-gt-line-12809206
Kia;Sportage 1.6;KIA Sportage 1.6 T-GDi GT-Line *MY2026*;50850.0;9.0;179.0;Benzin;82.025;7.9;Halbautomatik;https://www.autoscout24.ch/de/d/kia-sportage-16-t-gdi-gt-line-my2026-12809205
BMW;X7 40d;BMW X7 40d xDrive;99500.0;25900.0;351.0;Diesel;22.024;7.8;Automat;https://www.autoscout24.ch/de/d/bmw-x7-40d-xdrive-12796609
Jaguar;F;JAGUAR F-Type Coupé R 5.0 V8 S/C *CH-Fahrzeug* *Meridian Soundsystem* *Rückfahrkamera*;59800.0;57700.0;551.0;Benzin;72.014;11.1;Automat;https://www.autoscout24.ch/de/d/jaguar-f-type-coupe-r-50-v8-s-c-ch-fahrzeug-meridian-soundsystem-ruckfahrkamera-12815985
Volvo;XC40 2.0;VOLVO XC40 2.0 B4 MH Plus Dark;41820.0;28000.0;211.0;Benzin;122.024;6.6;Automat;https://www.autoscout24.ch/de/d/volvo-xc40-20-b4-mh-plus-dark-12797778
Hyundai;Kona;HYUNDAI Kona EV 65.4 kWh Vertex;41900.0;160.0;217.0;Elektro;102.025;;Automat;https://www.autoscout24.ch/de/d/hyundai-kona-ev-654-kwh-vertex-12817460
VW;Passat;VW Passat Variant 1.5 TSI Plug-in-Hybrid R-Line;42890.0;1490.0;272.0;Benzin;92.025;0.4;Halbautomatik;https://www.autoscout24.ch/de/d/vw-passat-variant-15-tsi-plug-in-hybrid-r-line-12793264
VW;Polo 1.0;VW Polo 1.0 TSI Life DSG;24150.0;12.0;95.0;Benzin;82.025;5.4;Automat;https://www.autoscout24.ch/de/d/vw-polo-10-tsi-life-dsg-12754212
VW;Tiguan 2.0;VW Tiguan 2.0 TSI DSG R-Line 4Motion;54890.0;4500.0;266.0;Benzin;92.025;8.4;Automat;https://www.autoscout24.ch/de/d/vw-tiguan-20-tsi-dsg-r-line-4motion-12722366
Audi;Q4;AUDI Q4 Sportback e-tron 50 quattro;36910.0;61600.0;299.0;Elektro;122.021;;Automat;https://www.autoscout24.ch/de/d/audi-q4-sportback-e-tron-50-quattro-12667494
Mercedes-Benz;GLC;MERCEDES-BENZ GLC Coupé 43 AMG 4Matic 9G-Tronic;31500.0;155000.0;367.0;Benzin;22.019;11.4;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glc-coupe-43-amg-4matic-9g-tronic-12799513
Jaguar;I-Pace;JAGUAR I-Pace EV400 HSE AWD Panorama;25900.0;66600.0;400.0;Elektro;32.019;;Automat;https://www.autoscout24.ch/de/d/jaguar-i-pace-ev400-hse-awd-panorama-12798491
Audi;A4;AUDI A4 Avant 40 TFSI S-Line quattro AHK;35700.0;36650.0;204.0;Benzin;42.023;;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a4-avant-40-tfsi-s-line-quattro-ahk-12798476
VW;ID.Buzz;VW ID.Buzz Pro 77kWh AHK;47900.0;9050.0;204.0;Elektro;52.023;;Automat;https://www.autoscout24.ch/de/d/vw-idbuzz-pro-77kwh-ahk-12798469
Cupra;Born 79;CUPRA Born 79 kWh VZ;37500.0;8200.0;326.0;Elektro;122.024;;Automat;https://www.autoscout24.ch/de/d/cupra-born-79-kwh-vz-12287334
Jeep;Grand Cherokee;JEEP Grand Cherokee 3.0 CRD Summit Automatic;12900.0;220800.0;250.0;Diesel;72.015;7.5;Automat;https://www.autoscout24.ch/de/d/jeep-grand-cherokee-30-crd-summit-automatic-12817744
Toyota;Yaris 1.5;TOYOTA Yaris 1.5 Trend e-CVT;24450.0;10.0;116.0;Benzin;Neues Fahrzeug;;Stufenlos;https://www.autoscout24.ch/de/d/toyota-yaris-15-trend-e-cvt-12804094
Toyota;Yaris 1.5;TOYOTA Yaris 1.5 Trend e-CVT;23890.0;10.0;116.0;Benzin;Neues Fahrzeug;;Stufenlos;https://www.autoscout24.ch/de/d/toyota-yaris-15-trend-e-cvt-12803892
BMW;330d;BMW 330d xDrive SAG Touring;51500.0;22000.0;296.0;Diesel;52.024;5.6;Automat;https://www.autoscout24.ch/de/d/bmw-330d-xdrive-sag-touring-12786840
BMW;iX2 30;BMW iX2 30 xDrive;54500.0;6000.0;306.0;Elektro;22.025;;Halbautomatik;https://www.autoscout24.ch/de/d/bmw-ix2-30-xdrive-12785076
BMW;320d;BMW 320d xDrive Touring;49900.0;14600.0;201.0;Diesel;52.024;5.4;Automat;https://www.autoscout24.ch/de/d/bmw-320d-xdrive-touring-12778062
VW;ID.7;VW ID.7 Tourer Pro S 86 kWh Pro S United;54990.0;;285.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/vw-id7-tourer-pro-s-86-kwh-pro-s-united-12770874
SERES;RWD;SERES RWD;36898.0;10.0;299.0;Elektro;Neues Fahrzeug;;Stufenlos;https://www.autoscout24.ch/de/d/seres-rwd-12658431
Skoda;Karoq 2.0;SKODA Karoq 2.0 TDI CR SportLine 4x4 DSG;22940.0;105300.0;150.0;Diesel;72.021;6.9;Automat;https://www.autoscout24.ch/de/d/skoda-karoq-20-tdi-cr-sportline-4x4-dsg-12649606
Audi;RS;AUDI RS Q8 4.0 V8 TFSI quattro T-Tronic;89000.0;39600.0;600.0;Benzin;12.021;14.7;Automat;https://www.autoscout24.ch/de/d/audi-rs-q8-40-v8-tfsi-quattro-t-tronic-12648135
Renault;Arkana 1.3;RENAULT Arkana 1.3 TCe Zen EDC;18990.0;17950.0;140.0;Benzin;42.022;;Automat;https://www.autoscout24.ch/de/d/renault-arkana-13-tce-zen-edc-12644319
DACIA;Duster;DACIA Duster TCe 150 Journey EDC 4x2;20990.0;9000.0;150.0;Benzin;52.024;;Automat;https://www.autoscout24.ch/de/d/dacia-duster-tce-150-journey-edc-4x2-12587485
Renault;Captur 1.6;RENAULT Captur 1.6 E-Tech 145 Rive Gauche DHT;18230.0;68800.0;143.0;Benzin;92.022;;;https://www.autoscout24.ch/de/d/renault-captur-16-e-tech-145-rive-gauche-dht-12585717
Renault;Mégane;RENAULT Mégane Berline 1.6 E-Tech Intens;15900.0;66700.0;160.0;Benzin;32.022;;;https://www.autoscout24.ch/de/d/renault-megane-berline-16-e-tech-intens-12532329
Renault;Zoe;RENAULT Zoe Intens R135 (Batterie Miete);12470.0;40300.0;136.0;Elektro;82.020;;;https://www.autoscout24.ch/de/d/renault-zoe-intens-r135-batterie-miete-12509106
Jeep;Grand Cherokee;JEEP Grand Cherokee 2.0 Plug-in-Hybrid Summit Reserve 4xe;69800.0;1000.0;381.0;Benzin;112.023;2.5;Automat;https://www.autoscout24.ch/de/d/jeep-grand-cherokee-20-plug-in-hybrid-summit-reserve-4xe-12124941
BMW;iX2;BMW iX2 xDrive 30 M Sport Pro;61800.0;9000.0;313.0;Elektro;12.025;;Automat;https://www.autoscout24.ch/de/d/bmw-ix2-xdrive-30-m-sport-pro-11396142
Mazda;CX 3;MAZDA CX-3 2.0 Revolution AWD Skyactiv Drive;13900.0;122000.0;150.0;Benzin;92.016;6.3;Automat;https://www.autoscout24.ch/de/d/mazda-cx-3-20-revolution-awd-skyactiv-drive-12799581
Skoda;Kamiq 1.5;SKODA Kamiq 1.5 TSI Monte Carlo DSG;33600.0;5.0;150.0;Benzin;Neues Fahrzeug;5.7;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-kamiq-15-tsi-monte-carlo-dsg-12797762
Volvo;XC60;VOLVO XC60 T8 eAWD PluginHybrid Black Edition Geartronic;76900.0;9200.0;455.0;Benzin;72.025;;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-t8-eawd-pluginhybrid-black-edition-geartronic-12545706
Audi;RS3;AUDI RS3-R ABT Sportback 2.5 TSI quattro;99999.0;9500.0;400.0;Benzin;12.023;;Automat;https://www.autoscout24.ch/de/d/audi-rs3-r-abt-sportback-25-tsi-quattro-12333671
VW;T-Roc;VW T-Roc 1.5 TSI EVO R-Line DSG;38980.0;6700.0;150.0;Benzin;112.024;6.3;Automat;https://www.autoscout24.ch/de/d/vw-t-roc-15-tsi-evo-r-line-dsg-12287176
Audi;A6;AUDI A6 Avant e-tron quattro;84444.0;10.0;429.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/audi-a6-avant-e-tron-quattro-12275663
Volvo;XC60;VOLVO XC60 T8 eAWD Inscription Expression Geartronic;37800.0;57000.0;391.0;Benzin;32.020;;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-t8-eawd-inscription-expression-geartronic-12799258
VW;Golf 1.5;VW Golf 1.5 e TSI mHEV R-Line DSG;37836.0;2500.0;150.0;Benzin;82.025;5.3;Automat;https://www.autoscout24.ch/de/d/vw-golf-15-e-tsi-mhev-r-line-dsg-12729832
POLESTAR;2;POLESTAR 2 Long Range Dual Motor Perfor;64780.0;30.0;476.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/polestar-2-long-range-dual-motor-perfor-12793283
POLESTAR;4;POLESTAR 4 Long Range Dual Motor Prime;72870.0;30.0;543.0;Elektro;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/polestar-4-long-range-dual-motor-prime-12793281
Volvo;V60 2.0;VOLVO V60 2.0 T8 TE Ultra Dark eAWD;54620.0;30000.0;455.0;Benzin;72.024;;Automat;https://www.autoscout24.ch/de/d/volvo-v60-20-t8-te-ultra-dark-eawd-12763305
VW;ID.5;VW ID.5 Pro Performance;33500.0;8800.0;204.0;Elektro;62.022;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-id5-pro-performance-12759545
Volvo;XC60 2.0;VOLVO XC60 2.0 T6 TE Plus Dark eAWD;53410.0;23000.0;350.0;Benzin;62.024;1.4;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-20-t6-te-plus-dark-eawd-12753982
BYD;Dolphin;BYD Dolphin Surf Comfort;25900.0;5.0;156.0;Elektro;Neues Fahrzeug;;Halbautomatik;https://www.autoscout24.ch/de/d/byd-dolphin-surf-comfort-12724844
Volvo;XC60 2.0;VOLVO XC60 2.0 B5 MH Black Edition A;67950.0;3000.0;264.0;Benzin;102.025;7.9;Automat;https://www.autoscout24.ch/de/d/volvo-xc60-20-b5-mh-black-edition-a-12676803
Skoda;Kodiaq 2.0;SKODA Kodiaq 2.0 TSI RS 4x4;61990.0;9500.0;266.0;Benzin;42.025;8.5;Automat;https://www.autoscout24.ch/de/d/skoda-kodiaq-20-tsi-rs-4x4-12661465
Mazda;CX 5;MAZDA CX-5 e-Skyactiv-G 165 Homura AWD Automat;34900.0;22000.0;165.0;Benzin;72.023;7.3;Automat;https://www.autoscout24.ch/de/d/mazda-cx-5-e-skyactiv-g-165-homura-awd-automat-12653643
Volvo;XC40 2.0;VOLVO XC40 2.0 B3 MH Core;39870.0;4500.0;163.0;Benzin;42.025;6.6;Automat;https://www.autoscout24.ch/de/d/volvo-xc40-20-b3-mh-core-12641369
Audi;A6;AUDI A6 Avant TFSI quattro 270 kW S tronic;97500.0;2500.0;367.0;Benzin;72.025;7.7;Automat;https://www.autoscout24.ch/de/d/audi-a6-avant-tfsi-quattro-270-kw-s-tronic-12471056
Kia;Stonic 1.0;KIA Stonic 1.0 T-GDi MHEV GT-Line;31300.0;20.0;101.0;Benzin;Neues Fahrzeug;5.7;Halbautomatik;https://www.autoscout24.ch/de/d/kia-stonic-10-t-gdi-mhev-gt-line-12467952
VW;Passat 2.0;VW Passat 2.0 TSI BMT Highline 4Motion DSG;18990.0;167600.0;280.0;Benzin;112.015;7.1;Halbautomatik;https://www.autoscout24.ch/de/d/vw-passat-20-tsi-bmt-highline-4motion-dsg-12234315
VW;Tiguan 2.0;VW Tiguan 2.0 TDI SCR R-Line 4Motion DSG;49700.0;50.0;193.0;Diesel;Neues Fahrzeug;;Halbautomatik;https://www.autoscout24.ch/de/d/vw-tiguan-20-tdi-scr-r-line-4motion-dsg-12231834
Volvo;EX 90;VOLVO EX 90 Twin Performance Ultra AWD;96510.0;12000.0;516.0;Elektro;122.024;;Automat;https://www.autoscout24.ch/de/d/volvo-ex-90-twin-performance-ultra-awd-12026867
BMW;120;BMW 120 M Sport Steptronic;37800.0;13500.0;170.0;Benzin;102.024;5.4;Automat;https://www.autoscout24.ch/de/d/bmw-120-m-sport-steptronic-11919615
Volvo;EX30;VOLVO EX30 E60 Plus;37890.0;4500.0;272.0;Elektro;52.025;;Automat;https://www.autoscout24.ch/de/d/volvo-ex30-e60-plus-11918777
Fiat;500;FIAT 500 La Prima by Bocelli TOP;29800.0;20.0;119.0;Elektro;Neues Fahrzeug;;Stufenlos;https://www.autoscout24.ch/de/d/fiat-500-la-prima-by-bocelli-top-11917123
BMW;M5;BMW M5 xDrive Competition Drivelogic;89980.0;32456.0;626.0;Benzin;12.020;10.7;Halbautomatik;https://www.autoscout24.ch/de/d/bmw-m5-xdrive-competition-drivelogic-10104245
Mercedes-Benz;GLE 63;MERCEDES-BENZ GLE 63 S AMG 4Matic+ 9G-Speedshift;176640.0;10.0;612.0;Benzin;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-gle-63-s-amg-4matic-9g-speedshift-12798284
Fiat;600e;FIAT 600e Red;25890.0;3900.0;157.0;Elektro;22.025;;Automat;https://www.autoscout24.ch/de/d/fiat-600e-red-12798256
Land Rover;Range;LAND ROVER Range Rover Sport D300 3.0D I6 MHEV HSE Dynamic Automatic;59800.0;67000.0;301.0;Diesel;52.021;9.8;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-sport-d300-30d-i6-mhev-hse-dynamic-automatic-12524573
Mercedes-Benz;SLK 200;MERCEDES-BENZ SLK 200 Kompressor;11990.0;47900.0;163.0;Benzin;82.005;9.1;Manuell;https://www.autoscout24.ch/de/d/mercedes-benz-slk-200-kompressor-12792338
BMW;320d;BMW 320d xDrive 48V Touring Steptronic;18990.0;155300.0;190.0;Diesel;82.021;5.2;Automat;https://www.autoscout24.ch/de/d/bmw-320d-xdrive-48v-touring-steptronic-12560215
Fiat;500X 1.4;FIAT 500X 1.4 MultiAir Lounge *Leasing ab CHF 150.-*;9890.0;94222.0;140.0;Benzin;82.017;5.7;Halbautomatik;https://www.autoscout24.ch/de/d/fiat-500x-14-multiair-lounge-leasing-ab-chf-150-12509116
Volvo;XC90;VOLVO XC90 D5 AWD R-Design Geartronic;25890.0;149900.0;224.0;Diesel;102.015;5.8;Automat;https://www.autoscout24.ch/de/d/volvo-xc90-d5-awd-r-design-geartronic-12800614
Skoda;Fabia 1.5;SKODA Fabia 1.5 TSI Dynamic DSG;25490.0;12300.0;150.0;Benzin;92.024;;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-fabia-15-tsi-dynamic-dsg-12765412
Nissan;X;NISSAN X-Trail 1.5 e-Power 4WD Tekna Panorama;37900.0;1.0;214.0;Benzin;Neues Fahrzeug;6.7;Automat;https://www.autoscout24.ch/de/d/nissan-x-trail-15-e-power-4wd-tekna-panorama-12759886
BMW;X5;BMW X5 xDrive 40d Steptronic;27900.0;151547.0;313.0;Diesel;102.016;;Automat;https://www.autoscout24.ch/de/d/bmw-x5-xdrive-40d-steptronic-12750442
Ford;Kuga 2.5;FORD Kuga 2.5 FHEV ST-Line X 4WD;29990.0;14900.0;190.0;Benzin;122.022;6.3;Stufenlos;https://www.autoscout24.ch/de/d/ford-kuga-25-fhev-st-line-x-4wd-12749687
Skoda;Kamiq 1.5;SKODA Kamiq 1.5 TSI Monte Carlo DSG Panorama AHK;33500.0;1.0;150.0;Benzin;Neues Fahrzeug;;Halbautomatik;https://www.autoscout24.ch/de/d/skoda-kamiq-15-tsi-monte-carlo-dsg-panorama-ahk-12738215
Renault;Koleos 2.0;RENAULT Koleos 2.0 dCi Initiale Paris 4WD Xtronic CVT;28600.0;51300.0;185.0;Diesel;112.022;;Automat;https://www.autoscout24.ch/de/d/renault-koleos-20-dci-initiale-paris-4wd-xtronic-cvt-12737902
VW;Multivan 2.0;VW Multivan 2.0 TSI Style DSG Lang;62990.0;10700.0;204.0;Benzin;42.024;;Automat;https://www.autoscout24.ch/de/d/vw-multivan-20-tsi-style-dsg-lang-12730899
Kia;Rio 1.2;KIA Rio 1.2 CVVT Start;11990.0;44750.0;84.0;Benzin;52.022;;Manuell;https://www.autoscout24.ch/de/d/kia-rio-12-cvvt-start-12730426
Cupra;Terramar 2.0;CUPRA Terramar 2.0 TSI DSG 4Drive VZ Americas CUP;63900.0;5000.0;318.0;Benzin;42.025;;Halbautomatik;https://www.autoscout24.ch/de/d/cupra-terramar-20-tsi-dsg-4drive-vz-americas-cup-12718859
POLESTAR;3;POLESTAR 3 Long Range Dual Motor Plus;83850.0;3000.0;489.0;Elektro;92.025;;Automat;https://www.autoscout24.ch/de/d/polestar-3-long-range-dual-motor-plus-12713384
BMW;M3;BMW M3 Touring xDrive Competition M;82990.0;30500.0;510.0;Benzin;52.023;10.4;Automat;https://www.autoscout24.ch/de/d/bmw-m3-touring-xdrive-competition-m-12695303
POLESTAR;2;POLESTAR 2 Long Range Dual Motor Perfor;58640.0;3000.0;476.0;Elektro;92.025;;Automat;https://www.autoscout24.ch/de/d/polestar-2-long-range-dual-motor-perfor-12693061
Mercedes-Benz;GLB 35;MERCEDES-BENZ GLB 35 AMG 4Matic 8G-Tronic;39900.0;66700.0;306.0;Benzin;52.021;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-glb-35-amg-4matic-8g-tronic-12641778
Suzuki;S;SUZUKI S-Cross 1.4 T Compact+ Hybrid 4x4;22900.0;55700.0;129.0;Benzin;12.022;;Automat;https://www.autoscout24.ch/de/d/suzuki-s-cross-14-t-compact-hybrid-4x4-12639100
Tesla;Model Y;TESLA Model Y RWD *Midnight Cherry Red*;38490.0;2200.0;347.0;Elektro;12.025;;Automat;https://www.autoscout24.ch/de/d/tesla-model-y-rwd-midnight-cherry-red-12630524
Renault;Captur 1.6;RENAULT Captur 1.6 E-Tech 160 Intens DHT;18990.0;39315.0;160.0;Benzin;72.021;;;https://www.autoscout24.ch/de/d/renault-captur-16-e-tech-160-intens-dht-12636240
Cupra;LEON;CUPRA LEON ST 2.0 TSI VZ DSG 4Drive Panodach, AHK;41999.0;20.0;333.0;Benzin;Neues Fahrzeug;;Halbautomatik;https://www.autoscout24.ch/de/d/cupra-leon-st-20-tsi-vz-dsg-4drive-panodach-ahk-12582278
BMW;M340d;BMW M340d xDrive Touring;74900.0;13900.0;351.0;Diesel;92.024;;Automat;https://www.autoscout24.ch/de/d/bmw-m340d-xdrive-touring-12570992
BMW;X5;BMW X5 xDrive M50d Steptronic;27900.0;138800.0;381.0;Diesel;92.016;7.8;Automat;https://www.autoscout24.ch/de/d/bmw-x5-xdrive-m50d-steptronic-12559935
BMW;X5;BMW X5 M60i xDrive;115900.0;13700.0;530.0;Benzin;92.024;11.6;Automat;https://www.autoscout24.ch/de/d/bmw-x5-m60i-xdrive-12565354
Renault;Twingo;RENAULT Twingo Electric Urban Night;12900.0;15453.0;82.0;Elektro;12.023;;;https://www.autoscout24.ch/de/d/renault-twingo-electric-urban-night-12520565
BMW;M340i;BMW M340i xDrive 48V Touring Steptronic M Sport Pro;88900.0;1.0;374.0;Benzin;Neues Fahrzeug;;Automat;https://www.autoscout24.ch/de/d/bmw-m340i-xdrive-48v-touring-steptronic-m-sport-pro-12497905
POLESTAR;2;POLESTAR 2 Long Range Dual Motor Perfor;54670.0;3000.0;476.0;Elektro;72.025;;Automat;https://www.autoscout24.ch/de/d/polestar-2-long-range-dual-motor-perfor-12483007
BMW;320d;BMW 320d xDrive SAG Touring;54900.0;24900.0;201.0;Diesel;102.024;5.4;Automat;https://www.autoscout24.ch/de/d/bmw-320d-xdrive-sag-touring-12479694
Mercedes-Benz;S 580;MERCEDES-BENZ S 580 e L 4Matic AMG Line 9G-Tronic;104770.0;19899.0;510.0;Benzin;62.023;;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-s-580-e-l-4matic-amg-line-9g-tronic-12288718
Mercedes-Benz;C 220;MERCEDES-BENZ C 220 d Swiss Star 4M 9G-Tronic;21490.0;131605.0;194.0;Diesel;122.020;5.5;Automat;https://www.autoscout24.ch/de/d/mercedes-benz-c-220-d-swiss-star-4m-9g-tronic-12264892
POLESTAR;3;POLESTAR 3 Long Range Dual Motor Perfor;79860.0;7500.0;516.0;Elektro;22.025;;Automat;https://www.autoscout24.ch/de/d/polestar-3-long-range-dual-motor-perfor-12203231
Audi;A6;AUDI A6 Avant 2.0 TDI quattro S-tronic;19900.0;131188.0;190.0;Diesel;32.017;5.1;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a6-avant-20-tdi-quattro-s-tronic-12171038
Kia;Sorento 1.6;KIA Sorento 1.6 T-GDi Hybrid Style;48980.0;500.0;230.0;Benzin;42.023;7.5;Automat;https://www.autoscout24.ch/de/d/kia-sorento-16-t-gdi-hybrid-style-12165231
Land Rover;Range;LAND ROVER Range Rover Evoque R-Dynamic P 250 HSE AT9;32800.0;65900.0;250.0;Benzin;62.019;9.9;Automat;https://www.autoscout24.ch/de/d/land-rover-range-rover-evoque-r-dynamic-p-250-hse-at9-12798945
Audi;A4;AUDI A4 Avant 2.0 TFSI Sport quattro S-tronic *CH-Fahrzeug* *S-Line*;26800.0;81100.0;252.0;Benzin;52.016;6.3;Halbautomatik;https://www.autoscout24.ch/de/d/audi-a4-avant-20-tfsi-sport-quattro-s-tronic-ch-fahrzeug-s-line-12798937
